flight_date,flight_month,flight_year,airport_name,origin_state_abbr,operator,aircraft_type,engines,flight_phase,altitude,conditions_sky,conditions_precipitation,wildlife_species,pilot_warned,wildlife_size,latitude,longitude,elevation_ft,nearest_turbine_km,avg_temp_c,avg_humidity_pct,avg_wind_speed_kmh,avg_visibility_km,total_precip_mm,avg_pressure_hpa,season,migration_density,is_peak_migration,risk_target
2022-07-07,7,2022,ROCKY MOUNTAIN METROPOLITAN ARPT,CO,BUSINESS,A  ,1.0,Climb,200.0,Some Cloud,No Precipitation,Swainson's hawk,Unknown,Medium,39.908802,-105.116997,5673.0,8.79,22.289972899729,58.21951219512195,16.289660975609756,15.171758458536583,14.986,837.388171097561,Summer,0.4056,0,1
2022-07-07,7,2022,NIAGARA FALLS INTL,NY,BUSINESS,A  ,1.0,Take-off Run,0.0,Unknown,No Precipitation,Peregrine falcon,Unknown,Medium,43.1073,-78.9462,535.0,14.47,23.95833333333333,66.15625,16.2945675,16.0692599,0.0,1015.01749015625,Summer,0.3155,0,2
2022-07-08,7,2022,PUEBLO MEMORIAL ARPT,CO,SKYWEST AIRLINES,A  ,2.0,Take-off Run,0.0,No Cloud,No Precipitation,American kestrel,Unknown,Small,38.289101,-104.497002,4729.0,17.7,24.88215488215488,48.84848484848485,16.041485806451615,16.069991418181814,0.0,840.214667939394,Summer,0.4056,0,1
2022-07-09,7,2022,DENVER INTL AIRPORT,CO,SOUTHWEST AIRLINES,A  ,2.0,Approach,50.0,No Cloud,No Precipitation,Horned lark,Yes,Small,39.861698,-104.672997,5431.0,14.11,29.819819819819816,28.216216216216218,19.77189142857143,16.072522075675675,0.0,839.3670997297297,Summer,0.4056,0,0
2022-07-09,7,2022,JOHN F KENNEDY INTL,NY,DELTA AIR LINES,A  ,2.0,Take-off Run,0.0,Unknown,No Precipitation,Barn swallow,Yes,Small,40.639801,-73.7789,13.0,19.57,24.58333333333333,63.09375,13.0758875,16.0692599,0.0,1015.8535051875,Summer,0.3155,0,1
2022-07-10,7,2022,ALBANY INTL,NY,JETBLUE AIRWAYS,A  ,2.0,Approach,120.0,No Cloud,No Precipitation,Cedar waxwing,Yes,Small,42.748299,-73.801697,285.0,48.16,22.333333333333336,64.08571428571429,14.576022285714286,16.07132905142857,0.0,1017.0586972,Summer,0.3155,0,0
2022-07-10,7,2022,GREATER ROCHESTER INTL,NY,UNITED AIRLINES,A  ,2.0,Landing Roll,0.0,No Cloud,No Precipitation,Barn swallow,Yes,Small,43.1189,-77.672401,559.0,27.87,22.333333333333336,64.08571428571429,14.576022285714286,16.07132905142857,0.0,1017.0586972,Summer,0.3155,0,0
2022-07-10,7,2022,ROCKY MOUNTAIN METROPOLITAN ARPT,CO,BUSINESS,A  ,1.0,Take-off Run,0.0,Some Cloud,No Precipitation,Western meadowlark,Unknown,Small,39.908802,-105.116997,5673.0,8.79,28.42105263157895,29.57894736842105,19.862643684210525,16.07307149473684,2.286,837.6413896052632,Summer,0.4056,0,2
2022-07-10,7,2022,DENVER INTL AIRPORT,CO,SKYWEST AIRLINES,A  ,2.0,Approach,0.0,Some Cloud,No Precipitation,Horned lark,Unknown,Small,39.861698,-104.672997,5431.0,14.11,28.42105263157895,29.57894736842105,19.862643684210525,16.07307149473684,2.286,837.6413896052632,Summer,0.4056,0,2
2022-07-11,7,2022,JOHN F KENNEDY INTL,NY,ENDEAVOR AIR,A  ,2.0,Approach,100.0,No Cloud,No Precipitation,Barn swallow,Yes,Small,40.639801,-73.7789,13.0,19.57,23.00347222222222,62.9375,22.078133125,16.0692599,0.0,1013.26080034375,Summer,0.3155,0,0
2022-07-11,7,2022,DENVER INTL AIRPORT,CO,UNITED AIRLINES,A  ,2.0,Take-off Run,0.0,Overcast,No Precipitation,Horned lark,Unknown,Small,39.861698,-104.672997,5431.0,14.11,20.2710027100271,57.51219512195122,19.10575435897436,15.917550165853656,0.0,840.1798779756098,Summer,0.4056,0,2
2022-07-13,7,2022,GREATER ROCHESTER INTL,NY,ENDEAVOR AIR,A  ,2.0,Approach,20.0,Some Cloud,No Precipitation,American kestrel,Yes,Small,43.1189,-77.672401,559.0,27.87,26.83333333333333,62.03333333333333,16.790780666666667,16.07408792,0.0,1010.6229436333334,Summer,0.3155,0,0
2022-07-13,7,2022,UNIV OF ILLINOIS -WILLARD ARPT,IL,ENVOY AIR,A  ,2.0,Approach,100.0,No Cloud,No Precipitation,Killdeer,No,Small,40.0392,-88.2781,755.0,6.22,22.91187739463601,63.6551724137931,16.870322758620688,16.08008132413793,0.0,991.3364794827588,Summer,0.2591,0,0
2022-07-14,7,2022,DUPAGE AIRPORT,IL,BUSINESS,A  ,1.0,Approach,600.0,No Cloud,No Precipitation,Unknown bird - small,No,Small,41.90779877,-88.24859619,759.0,32.16,21.646825396825395,62.142857142857146,12.070049999999998,16.079605657142857,0.0,996.08243,Summer,0.2591,0,0
2022-07-14,7,2022,CHICAGO/ROCKFORD INTL ARPT,IL,UPS AIRLINES,A  ,2.0,Approach,100.0,No Cloud,No Precipitation,Bank swallow,Yes,Small,42.1954,-89.097198,742.0,37.24,21.646825396825395,62.142857142857146,12.070049999999998,16.079605657142857,0.0,996.08243,Summer,0.2591,0,0
2022-07-15,7,2022,JOHN F KENNEDY INTL,NY,ENDEAVOR AIR,A  ,2.0,Approach,0.0,Some Cloud,No Precipitation,Unknown bird - small,Yes,Small,40.639801,-73.7789,13.0,19.57,25.0,57.96875,14.333184375,16.0692599,0.0,1019.5785341875,Summer,0.3155,0,1
2022-07-15,7,2022,CHICAGO O'HARE INTL ARPT,IL,UNITED AIRLINES,A  ,2.0,Take-off Run,0.0,Some Cloud,Rain,Barn swallow,Yes,Small,41.9786,-87.9048,680.0,4.16,20.41371158392435,88.0,8.56031914893617,11.365022114893616,31.242,994.395410787234,Summer,0.2591,0,2
2022-07-16,7,2022,GREATER ROCHESTER INTL,NY,ENVOY AIR,A  ,2.0,Landing Roll,0.0,No Cloud,No Precipitation,Unknown bird - small,Unknown,Small,43.1189,-77.672401,559.0,27.87,24.67479674796748,79.4390243902439,11.775658536585366,16.07455894634146,0.508,1018.1718401707316,Summer,0.3155,0,0
2022-07-17,7,2022,CHICAGO O'HARE INTL ARPT,IL,AMERICAN AIRLINES,A  ,2.0,Landing Roll,0.0,Unknown,No Precipitation,Unknown bird - small,Yes,Small,41.9786,-87.9048,680.0,4.16,22.314814814814813,85.4047619047619,16.323305714285716,13.35062482857143,0.508,987.1729991666666,Summer,0.2591,0,2
2022-07-18,7,2022,LA GUARDIA ARPT,NY,DELTA AIR LINES,A  ,2.0,Approach,0.0,Overcast,Rain,Barn swallow,Unknown,Small,40.777199,-73.872597,21.0,17.1,25.53240740740741,88.0,23.43601375,15.193510716666664,26.67,1011.387703375,Summer,0.3155,0,2
2022-07-19,7,2022,DENVER INTL AIRPORT,CO,FRONTIER AIRLINES,A  ,2.0,Landing Roll,0.0,No Cloud,No Precipitation,Horned lark,Unknown,Small,39.861698,-104.672997,5431.0,14.11,28.816425120772948,32.52173913043478,18.682338260869564,15.866692973913043,1.524,834.7598584347826,Summer,0.4056,0,2
2022-07-21,7,2022,ALBANY INTL,NY,SOUTHWEST AIRLINES,A  ,2.0,Take-off Run,0.0,No Cloud,No Precipitation,European starling,Unknown,Small,42.748299,-73.801697,285.0,48.16,28.70967741935484,69.25806451612904,19.208251612903226,16.080940593548387,0.0,1004.3268071290324,Summer,0.3155,0,1
2022-07-21,7,2022,ROCKY MOUNTAIN METROPOLITAN ARPT,CO,BUSINESS,A  ,1.0,Take-off Run,0.0,Some Cloud,No Precipitation,Mourning dove,No,Small,39.908802,-105.116997,5673.0,8.79,27.811447811447813,30.0,14.971738787878788,16.069991418181814,0.0,835.330056909091,Summer,0.4056,0,1
2022-07-22,7,2022,JOHN F KENNEDY INTL,NY,JETBLUE AIRWAYS,A  ,2.0,Approach,1100.0,No Cloud,No Precipitation,Yellow warbler,Yes,Small,40.639801,-73.7789,13.0,19.57,29.78114478114478,52.84848484848485,16.337239393939395,16.069991418181814,0.0,1010.6629646060604,Summer,0.3155,0,0
2022-07-23,7,2022,CHICAGO/ROCKFORD INTL ARPT,IL,AIR TRANSPORT INTL,A  ,2.0,Take-off Run,0.0,Overcast,No Precipitation,Peregrine falcon,Yes,Medium,42.1954,-89.097198,742.0,37.24,24.06084656084656,77.73809523809524,22.990571428571428,12.94215900952381,153.924,988.9548853333332,Summer,0.2591,0,2
2021-09-26,9,2021,LA GUARDIA ARPT,NY,DELTA AIR LINES,A  ,2.0,Landing Roll,0.0,Some Cloud,No Precipitation,Gray catbird,Yes,Small,40.777199,-73.872597,21.0,17.1,19.930555555555557,54.1875,22.43017625,16.0692599,0.0,1011.7898371875,Fall,0.309,0,2
2022-07-27,7,2022,CHICAGO O'HARE INTL ARPT,IL,SKYWEST AIRLINES,A  ,2.0,Climb,0.0,No Cloud,No Precipitation,Mourning dove,Yes,Small,41.9786,-87.9048,680.0,4.16,23.88888888888889,73.55882352941177,13.111387647058825,16.03470642352941,0.0,987.0231253235296,Summer,0.2591,0,1
2022-07-29,7,2022,WESTCHESTER COUNTY ARPT,NY,JETBLUE AIRWAYS,A  ,2.0,Approach,50.0,Some Cloud,No Precipitation,Barn swallow,Yes,Small,41.066998,-73.707573,439.0,51.55,26.805555555555557,67.03125,15.38931375,16.0692599,0.0,1011.69459496875,Summer,0.3155,0,0
2022-07-30,7,2022,CHICAGO/ROCKFORD INTL ARPT,IL,KOREAN AIR,A  ,2.0,Landing Roll,0.0,Some Cloud,No Precipitation,Cliff swallow,Yes,Small,42.1954,-89.097198,742.0,37.24,23.373015873015877,57.285714285714285,6.667265714285714,16.079605657142857,0.0,996.614577,Summer,0.2591,0,0
2022-07-31,7,2022,BUFFALO-NIAGARA INTL,NY,JETBLUE AIRWAYS,A  ,2.0,Take-off Run,0.0,Some Cloud,No Precipitation,Barn swallow,Yes,Small,42.940498,-78.732201,728.0,16.55,25.43402777777778,59.71875,13.126179375,16.0692599,0.0,1019.90659071875,Summer,0.3155,0,1
2022-07-31,7,2022,DENVER INTL AIRPORT,CO,SOUTHWEST AIRLINES,A  ,2.0,Take-off Run,0.0,No Cloud,No Precipitation,Red-tailed hawk,No,Medium,39.861698,-104.672997,5431.0,14.11,25.79124579124579,39.696969696969695,14.240220606060603,16.069991418181814,0.0,837.7005299090908,Summer,0.4056,0,2
2022-07-31,7,2022,CHICAGO MIDWAY INTL ARPT,IL,SOUTHWEST AIRLINES,A  ,2.0,Take-off Run,0.0,Unknown,No Precipitation,American kestrel,Unknown,Small,41.785999,-87.752197,620.0,8.59,24.78174603174603,57.82142857142857,11.150427142857142,16.079605657142857,0.0,992.8169825,Summer,0.2591,0,1
2022-08-01,8,2022,CHICAGO MIDWAY INTL ARPT,IL,FRONTIER AIRLINES,A  ,2.0,Approach,150.0,Unknown,No Precipitation,Chimney swift,Unknown,Small,41.785999,-87.752197,620.0,8.59,25.707070707070702,66.9090909090909,17.84904363636364,16.08169570909091,0.0,986.4246216363636,Summer,0.2704,0,0
2022-08-01,8,2022,CENTENNIAL ARPT,CO,BUSINESS,A  ,1.0,Climb,700.0,Some Cloud,No Precipitation,Unknown bird,No,Unknown,39.5701,-104.849,5885.0,22.18,27.56272401433692,32.064516129032256,18.42953870967742,16.071596038709675,0.0,835.9139857419356,Summer,0.3276,0,0
2022-08-02,8,2022,JOHN F KENNEDY INTL,NY,JETBLUE AIRWAYS,A  ,2.0,Landing Roll,0.0,Some Cloud,No Precipitation,Peregrine falcon,Yes,Medium,40.639801,-73.7789,13.0,19.57,26.92708333333333,70.4375,16.948361875,16.0692599,0.0,1009.30295703125,Summer,0.2727,0,2
2022-08-03,8,2022,BUFFALO-NIAGARA INTL,NY,UNITED AIRLINES,A  ,2.0,Landing Roll,0.0,Some Cloud,No Precipitation,American kestrel,Yes,Small,42.940498,-78.732201,728.0,16.55,26.73611111111111,63.28125,16.646610625,16.0692599,0.0,1014.520114125,Summer,0.2727,0,1
2022-08-03,8,2022,CENTRAL ILLINOIS REGNL ARPT,IL,ALLEGIANT AIR,A  ,2.0,Take-off Run,0.0,No Cloud,No Precipitation,Killdeer,Unknown,Small,38.89030075069999,-90.0459976196,544.0,65.37,27.314814814814817,69.83333333333333,19.90217133333333,16.08052528,0.0,985.6426734,Summer,0.2704,0,1
2022-08-03,8,2022,BUFFALO-NIAGARA INTL,NY,DELTA AIR LINES,A  ,2.0,Take-off Run,0.0,Some Cloud,No Precipitation,Barn swallow,Unknown,Small,42.940498,-78.732201,728.0,16.55,26.73611111111111,63.28125,16.646610625,16.0692599,0.0,1014.520114125,Summer,0.2727,0,1
2022-08-03,8,2022,JOHN F KENNEDY INTL,NY,DELTA AIR LINES,A  ,2.0,Landing Roll,0.0,No Cloud,No Precipitation,Unknown bird - small,Yes,Small,40.639801,-73.7789,13.0,19.57,26.73611111111111,63.28125,16.646610625,16.0692599,0.0,1014.520114125,Summer,0.2727,0,1
2022-08-04,8,2022,WESTCHESTER COUNTY ARPT,NY,SKYWEST AIRLINES,A  ,2.0,Approach,900.0,Some Cloud,No Precipitation,Chimney swift,Yes,Small,41.066998,-73.707573,439.0,51.55,27.424242424242426,71.15151515151516,19.31208,16.069991418181814,0.0,1016.6045397878788,Summer,0.2727,0,0
2022-08-05,8,2022,CENTRAL ILLINOIS REGNL ARPT,IL,BUSINESS,A  ,2.0,Landing Roll,0.0,No Cloud,No Precipitation,Western meadowlark,Unknown,Small,38.89030075069999,-90.0459976196,544.0,65.37,25.972222222222225,70.71428571428571,10.748092142857145,15.50484137142857,0.0,993.7361455,Summer,0.2704,0,1
2022-08-06,8,2022,JOHN F KENNEDY INTL,NY,AER LINGUS,A  ,2.0,Take-off Run,0.0,No Cloud,No Precipitation,Laughing gull,Yes,Small,40.639801,-73.7789,13.0,19.57,27.04861111111111,75.40625,19.1109125,16.0692599,0.0,1021.76910521875,Summer,0.2727,0,2
2022-08-06,8,2022,CENTRAL ILLINOIS REGNL ARPT,IL,SKYWEST AIRLINES,A  ,2.0,Take-off Run,0.0,No Cloud,No Precipitation,Eastern meadowlark,Unknown,Small,38.89030075069999,-90.0459976196,544.0,65.37,28.82936507936508,68.89285714285714,12.759767142857145,15.48472462142857,0.0,993.1072445,Summer,0.2704,0,1
2022-10-08,10,2022,CHICAGO O'HARE INTL ARPT,IL,AMERICAN AIRLINES,A  ,2.0,Approach,5.0,No Cloud,No Precipitation,Mourning dove,Yes,Small,41.9786,-87.9048,680.0,4.16,8.809523809523808,53.60714285714285,15.116300714285714,16.079605657142857,0.0,1001.355523,Fall,0.2826,0,0
2022-10-09,10,2022,CENTENNIAL ARPT,CO,BUSINESS,A  ,1.0,Take-off Run,0.0,Unknown,No Precipitation,Rock pigeon,Unknown,Small,39.5701,-104.849,5885.0,22.18,13.47222222222222,42.15625,11.4665475,16.0692599,0.0,839.867049875,Fall,0.2648,0,0
2022-10-09,10,2022,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Canada goose,Unknown,Large,39.861698,-104.672997,5431.0,14.11,13.47222222222222,42.15625,11.4665475,16.0692599,0.0,839.867049875,Fall,0.2648,0,2
2022-10-10,10,2022,JOHN F KENNEDY INTL,NY,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Merlin,Unknown,Small,40.639801,-73.7789,13.0,19.57,14.809027777777777,56.125,15.18814625,16.0692599,0.0,1022.054831875,Fall,0.3372,0,1
2022-10-09,10,2022,CENTENNIAL ARPT,CO,BUSINESS,A  ,1.0,Take-off Run,0.0,No Cloud,No Precipitation,Unknown bird - small,No,Small,39.5701,-104.849,5885.0,22.18,13.47222222222222,42.15625,11.4665475,16.0692599,0.0,839.867049875,Fall,0.2648,0,0
2022-10-10,10,2022,DENVER INTL AIRPORT,CO,UNITED AIRLINES,A  ,2.0,Approach,0.0,Some Cloud,No Precipitation,Brown-headed cowbird,No,Small,39.861698,-104.672997,5431.0,14.11,15.76388888888889,32.90625,13.126179375,16.0692599,0.0,834.09960440625,Fall,0.2648,0,1
2022-10-11,10,2022,EAST 34TH STREET HELIPORT,NY,BUSINESS,B  ,2.0,Climb,50.0,No Cloud,No Precipitation,Unknown bird,Unknown,Unknown,40.742372,-73.972074,10.0,9.33,15.850694444444445,64.40625,13.327346875,16.0692599,0.0,1024.8909335,Fall,0.3372,0,0
2022-10-10,10,2022,DENVER INTL AIRPORT,CO,DELTA AIR LINES,A  ,2.0,Climb,8000.0,No Cloud,No Precipitation,Unknown bird,Unknown,Unknown,39.861698,-104.672997,5431.0,14.11,15.76388888888889,32.90625,13.126179375,16.0692599,0.0,834.09960440625,Fall,0.2648,0,0
2022-10-12,10,2022,ALBANY INTL,NY,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Killdeer,Unknown,Small,42.748299,-73.801697,285.0,48.16,16.09375,72.96875,15.691065,16.0692599,0.0,1021.6950279375,Fall,0.3372,0,0
2022-10-10,10,2022,DENVER INTL AIRPORT,CO,UNITED AIRLINES,A  ,2.0,Landing Roll,0.0,Some Cloud,No Precipitation,Horned lark,No,Small,39.861698,-104.672997,5431.0,14.11,15.76388888888889,32.90625,13.126179375,16.0692599,0.0,834.09960440625,Fall,0.2648,0,1
2022-10-13,10,2022,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Horned lark,Unknown,Small,39.861698,-104.672997,5431.0,14.11,11.28472222222222,45.0625,13.025595625,16.0722774125,0.0,837.7188087187501,Fall,0.2648,0,0
2022-10-12,10,2022,JOHN F KENNEDY INTL,NY,AMERICAN AIRLINES,A  ,2.0,Approach,1000.0,Some Cloud,No Precipitation,Eastern wood-pewee,Yes,Small,40.639801,-73.7789,13.0,19.57,16.09375,72.96875,15.691065,16.0692599,0.0,1021.6950279375,Fall,0.3372,0,0
2022-10-13,10,2022,DENVER INTL AIRPORT,CO,UNITED AIRLINES,A  ,2.0,Take-off Run,0.0,No Cloud,No Precipitation,Horned lark,Unknown,Small,39.861698,-104.672997,5431.0,14.11,11.28472222222222,45.0625,13.025595625,16.0722774125,0.0,837.7188087187501,Fall,0.2648,0,1
2022-10-13,10,2022,QUAD CITY ARPT,IL,ENVOY AIR,A  ,2.0,Approach,4000.0,Some Cloud,No Precipitation,White-throated sparrow,No,Small,41.4485,-90.5075,590.0,11.69,7.674897119341564,58.96296296296296,18.41800222222222,16.082671066666666,0.0,981.0873517407408,Fall,0.2826,0,0
2022-10-13,10,2022,UNIV OF ILLINOIS -WILLARD ARPT,IL,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Eastern meadowlark,Unknown,Small,40.0392,-88.2781,755.0,6.22,7.674897119341564,58.96296296296296,18.41800222222222,16.082671066666666,0.0,981.0873517407408,Fall,0.2826,0,1
2022-10-13,10,2022,CENTENNIAL ARPT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Horned lark,Unknown,Small,39.5701,-104.849,5885.0,22.18,11.28472222222222,45.0625,13.025595625,16.0722774125,0.0,837.7188087187501,Fall,0.2648,0,0
2022-10-14,10,2022,LA GUARDIA ARPT,NY,ENDEAVOR AIR,A  ,2.0,Approach,250.0,Some Cloud,No Precipitation,Yellow-bellied sapsucker,Yes,Small,40.777199,-73.872597,21.0,17.1,14.605263157894736,72.60526315789474,16.305155263157896,14.127040626315788,6.35,1011.220611763158,Fall,0.3372,0,0
2022-10-13,10,2022,DURANGO-LA PLATA COUNTY ARPT,CO,SKYWEST AIRLINES,A  ,2.0,Descent,0.0,Some Cloud,No Precipitation,Swamp sparrow,No,Small,37.151501,-107.753998,6689.0,266.95,11.28472222222222,45.0625,13.025595625,16.0722774125,0.0,837.7188087187501,Fall,0.2648,0,0
2022-10-13,10,2022,DENVER INTL AIRPORT,CO,UNITED AIRLINES,A  ,2.0,Take-off Run,0.0,Unknown,No Precipitation,Horned lark,Unknown,Small,39.861698,-104.672997,5431.0,14.11,11.28472222222222,45.0625,13.025595625,16.0722774125,0.0,837.7188087187501,Fall,0.2648,0,1
2022-05-19,5,2022,JOHN F KENNEDY INTL,NY,AMERICAN AIRLINES,A  ,2.0,Departure,0.0,Unknown,No Precipitation,Unknown bird,Unknown,Unknown,40.639801,-73.7789,13.0,19.57,13.523391812865498,90.15789473684212,12.747666842105264,11.867611968421052,33.02,1007.9055141842106,Spring,0.8899,1,2
2022-08-07,8,2022,CHICAGO MIDWAY INTL ARPT,IL,SOUTHWEST AIRLINES,A  ,2.0,Landing Roll,0.0,Some Cloud,No Precipitation,Unknown bird - medium,No,Medium,41.785999,-87.752197,620.0,8.59,25.63063063063063,83.24324324324324,10.786927567567568,15.724556670270267,5.08,992.6607378648648,Summer,0.2704,0,2
2022-08-07,8,2022,ALBANY INTL,NY,SOUTHWEST AIRLINES,A  ,2.0,Take-off Run,0.0,Some Cloud,No Precipitation,Unknown bird - small,No,Small,42.748299,-73.801697,285.0,48.16,27.434640522875817,76.0,23.14609588235294,16.07067990588235,0.254,1019.7017888235296,Summer,0.2727,0,1
2022-08-08,8,2022,JOHN F KENNEDY INTL,NY,ENDEAVOR AIR,A  ,2.0,Departure,0.0,No Cloud,No Precipitation,Killdeer,Yes,Small,40.639801,-73.7789,13.0,19.57,27.135416666666668,77.625,22.53076,16.0692599,0.0,1014.7952583125,Summer,0.2727,0,2
2022-08-09,8,2022,EAGLE COUNTY REGIONAL,CO,AMERICAN AIRLINES,A  ,2.0,Landing Roll,0.0,Some Cloud,No Precipitation,Cassin's finch,Yes,Small,39.64260101,-106.9179993,6548.0,147.17,26.42156862745098,43.8235294117647,15.166810303030305,16.07067990588235,0.0,838.4602040294118,Summer,0.3276,0,0
2022-08-08,8,2022,ALBANY INTL,NY,ALLEGIANT AIR,A  ,2.0,Take-off Run,0.0,No Cloud,No Precipitation,Unknown bird - small,Yes,Small,42.748299,-73.801697,285.0,48.16,27.135416666666668,77.625,22.53076,16.0692599,0.0,1014.7952583125,Summer,0.2727,0,1
2022-08-09,8,2022,ASPEN-PITKIN COUNTY ARPT/SARDY FIELD,CO,BUSINESS,A  ,2.0,Landing Roll,0.0,No Cloud,No Precipitation,Mountain bluebird,Unknown,Small,39.2232,-106.869003,7820.0,159.85,26.42156862745098,43.8235294117647,15.166810303030305,16.07067990588235,0.0,838.4602040294118,Summer,0.3276,0,0
2022-08-11,8,2022,QUAD CITY ARPT,IL,SKYWEST AIRLINES,A  ,2.0,Climb,10.0,Some Cloud,No Precipitation,American kestrel,Unknown,Small,41.4485,-90.5075,590.0,11.69,22.401433691756274,59.83870967741935,20.92142,16.080940593548387,0.0,996.887672967742,Summer,0.2704,0,0
2022-05-21,5,2022,LA GUARDIA ARPT,NY,AIR CANADA,A  ,2.0,Climb,3000.0,Unknown,No Precipitation,Unknown bird,Unknown,Unknown,40.777199,-73.872597,21.0,17.1,20.20671834625323,84.25581395348837,11.26538,7.311269046511628,0.0,1014.8774570232558,Spring,0.8899,1,1
2022-09-18,9,2022,DENVER INTL AIRPORT,CO,UNITED AIRLINES,A  ,2.0,Landing Roll,0.0,Unknown,No Precipitation,Horned lark,Unknown,Small,39.861698,-104.672997,5431.0,14.11,20.086805555555557,46.03125,18.50741,16.0692599,0.0,832.95669778125,Fall,0.3403,0,2
2022-09-21,9,2022,DENVER INTL AIRPORT,CO,FRONTIER AIRLINES,A  ,2.0,Landing Roll,0.0,Overcast,No Precipitation,Horned lark,No,Small,39.861698,-104.672997,5431.0,14.11,12.184343434343434,78.20454545454545,15.544761363636365,14.139149177272726,5.334,840.5558723863636,Fall,0.3403,0,2
2022-09-28,9,2022,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Rock wren,Unknown,Small,39.861698,-104.672997,5431.0,14.11,20.609318996415773,33.74193548387097,15.238438125,16.074710890322578,0.0,840.13161159375,Fall,0.3403,0,1
2022-08-13,8,2022,JOHN F KENNEDY INTL,NY,REPUBLIC AIRLINES,A  ,2.0,Landing Roll,0.0,No Cloud,No Precipitation,Least sandpiper,Yes,Small,40.639801,-73.7789,13.0,19.57,22.725694444444443,45.5,17.0992375,16.0692599,0.0,1017.737184625,Summer,0.2727,0,2
2022-08-13,8,2022,JOHN F KENNEDY INTL,NY,AMERICAN AIRLINES,A  ,2.0,Approach,5.0,No Cloud,No Precipitation,Unknown bird - small,Yes,Small,40.639801,-73.7789,13.0,19.57,22.725694444444443,45.5,17.0992375,16.0692599,0.0,1017.737184625,Summer,0.2727,0,0
2022-08-13,8,2022,JOHN F KENNEDY INTL,NY,JETBLUE AIRWAYS,A  ,2.0,Approach,30.0,No Cloud,No Precipitation,Least sandpiper,Yes,Small,40.639801,-73.7789,13.0,19.57,22.725694444444443,45.5,17.0992375,16.0692599,0.0,1017.737184625,Summer,0.2727,0,0
2022-08-15,8,2022,GREATER ROCHESTER INTL,NY,BUSINESS,A  ,1.0,Landing Roll,0.0,Some Cloud,No Precipitation,American kestrel,Yes,Small,43.1189,-77.672401,559.0,27.87,23.09027777777778,57.8125,11.667715,16.0692599,0.0,1015.0915674375,Summer,0.2727,0,0
2022-08-16,8,2022,QUAD CITY ARPT,IL,ENVOY AIR,A  ,2.0,Landing Roll,0.0,Some Cloud,No Precipitation,American kestrel,Unknown,Small,41.4485,-90.5075,590.0,11.69,21.70634920634921,60.642857142857146,15.173777142857144,16.022129228571426,0.0,994.8971935,Summer,0.2704,0,2
2022-08-16,8,2022,CHICAGO/ROCKFORD INTL ARPT,IL,ATLAS AIR,A  ,4.0,Approach,5.0,Some Cloud,No Precipitation,Barn swallow,Yes,Small,42.1954,-89.097198,742.0,37.24,21.70634920634921,60.642857142857146,15.173777142857144,16.022129228571426,0.0,994.8971935,Summer,0.2704,0,0
2022-10-05,10,2022,DENVER INTL AIRPORT,CO,COMMUTEAIR,A  ,2.0,Landing Roll,0.0,No Cloud,No Precipitation,Horned lark,Yes,Small,39.861698,-104.672997,5431.0,14.11,13.78472222222222,60.5,9.002245625,15.592492924999998,0.0,842.61849175,Fall,0.2648,0,2
2022-10-10,10,2022,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Western meadowlark,Unknown,Small,39.861698,-104.672997,5431.0,14.11,15.76388888888889,32.90625,13.126179375,16.0692599,0.0,834.09960440625,Fall,0.2648,0,1
2022-09-29,9,2022,DENVER INTL AIRPORT,CO,DELTA AIR LINES,A  ,2.0,Landing Roll,0.0,Some Cloud,No Precipitation,Horned lark,Unknown,Small,39.861698,-104.672997,5431.0,14.11,20.95959595959596,33.24242424242424,14.679131515151514,16.069991418181814,0.0,837.166916939394,Fall,0.3403,0,1
2022-10-09,10,2022,DENVER INTL AIRPORT,CO,FRONTIER AIRLINES,A  ,2.0,Take-off Run,0.0,No Cloud,No Precipitation,Horned lark,Unknown,Small,39.861698,-104.672997,5431.0,14.11,13.47222222222222,42.15625,11.4665475,16.0692599,0.0,839.867049875,Fall,0.2648,0,1
2022-05-23,5,2022,LA GUARDIA ARPT,NY,SPIRIT AIRLINES,A  ,2.0,Approach,200.0,Some Cloud,No Precipitation,Laughing gull,Yes,Small,40.777199,-73.872597,21.0,17.1,19.852941176470587,51.23529411764706,21.01608705882353,16.070679905882354,0.0,1020.3890267941176,Spring,0.8899,1,1
2022-08-17,8,2022,JOHN F KENNEDY INTL,NY,JETBLUE AIRWAYS,A  ,2.0,Landing Roll,0.0,Some Cloud,No Precipitation,Barn swallow,Yes,Small,40.639801,-73.7789,13.0,19.57,22.48263888888889,61.875,11.315671875,16.0692599,3.302,1014.50953165625,Summer,0.2727,0,1
